UserID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
3877,40,Male,United Kingdom,-1,0,No,1,100-500,1,Yes,Yes,No,1,Yes,No,I don't know,Very easy,Yes,Yes,-1,-1,0,-1,-1,-1,-1,-1,-1,Yes,Neutral,-1,Possibly,Possibly,-1,Not applicable to me,Sometimes,United Kingdom,-1,-1,-1,-1,-1,Maybe/Not sure,Same level of comfort for each,1,-1,1,-1,1,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,5,-1,"Yes, I experienced",-1,4,-1,-1,0,-1
3878,37,male,Netherlands,-1,1,No,0,-1,-1,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,1,I know some,1,"No, none did",N/A (none offered),Some did,Some did,No,Some of my previous supervisors,Yes,Somewhat not open,No,No,No,-1,Not applicable to me,Not applicable to me,Netherlands,-1,Not applicable to me,Not applicable to me,Yes,51-75%,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Not applicable to me,1,Physical health,1,not a formal conversation. more a 'how are you' with a colleague who happens to be in management position.,0,-1,1,can't remember in detail,7,5,0,-1,-1,6,-1,"Yes, I observed",-1,2,"teach people how to recognise issues, how to respond and/or how to find the right person to help.",-1,1,-1
3879,31,Male,United States of America,Connecticut,0,Yes,1,More than 1000,1,I don't know,Yes,No,1,No,No,No,Somewhat easy,Maybe,Yes,-1,-1,1,Some did,"No, I only became aware later",None did,Some did,I don't know,Some of my previous supervisors,Maybe,Very open,-1,Possibly,Possibly,-1,Not applicable to me,Often,United States of America,Connecticut,-1,-1,-1,-1,No,Physical health,0,-1,1,Usually this is only with well-trusted co-workers with whom I have an established relationship. It has always been in the vein of complaining and comiseration. Co-workers in this case are supportive,0,-1,7,7,-1,-1,1,Physical health,0,-1,0,-1,0,-1,9,6,0,-1,-1,7,-1,Maybe/Not sure,-1,3,"I think there's a long way to go to make those of us who have a mental health issue feel safe to talk about it. It feel like a risk almost every time right now.

That may be through talking about it more to reduce stigma, or making mental health as commonplace as physical health. Explicit safety statements could be good, as well. 

Personally a large part of why I would hide mental health issues is shame. The stigma of the past is strong.",-1,1,White
3880,37,Male,United States of America,Georgia,0,Yes,1,500-1000,1,Yes,I don't know,No,1,Yes,Yes,I don't know,Somewhat difficult,Yes,Yes,-1,-1,0,-1,-1,-1,-1,-1,-1,No,Somewhat open,No,Yes,Yes,Yes,Rarely,Often,United States of America,Georgia,-1,-1,-1,-1,No,Same level of comfort for each,1,Just general discussions about my issues,1,-1,0,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,5,-1,No,-1,4,-1,-1,1,White
3881,26,female,United States of America,Pennsylvania,0,No,1,100-500,1,Yes,I don't know,No,1,Yes,Yes,I don't know,Somewhat difficult,No,No,-1,-1,1,"Yes, they all did",I was aware of some,None did,None did,No,"No, none of my previous supervisors",Yes,Not open at all,Yes,Don't Know,Yes,Yes,Sometimes,Often,United States of America,Pennsylvania,-1,-1,-1,-1,"Yes, I observed",Physical health,0,-1,0,-1,0,-1,7,7,-1,-1,1,Physical health,0,-1,0,-1,0,-1,10,2,0,-1,-1,2,judging people who went to therapy,"Yes, I observed",-1,3,"make it easier to talk about and get support for. for example, make it company policy that leaving work for therapy or mental health related appointments is okay",-1,1,White
3882,43,Male,Canada,-1,0,No,0,100-500,0,Yes,Yes,No,1,Yes,No,Yes,Neither easy nor difficult,Maybe,Maybe,-1,-1,1,"No, none did",N/A (none offered),Some did,None did,I don't know,Some of my previous supervisors,Maybe,Very open,No,Possibly,Yes,Yes,Rarely,Often,Canada,-1,-1,-1,-1,-1,No,Physical health,1,"Burnout and latent stress. Agreed to not make a bit deal about it within the department, but could take a step back from particularly stressful projects as-needed; also, to make use of accrued sick time.",1,"Nothing formal; however, I've not hidden the fact that stressful periods take their toll--particularly as a migraine trigger.",0,-1,4,2,-1,-1,0,Physical health,0,-1,0,-1,0,-1,4,1,0,-1,-1,7,-1,Maybe/Not sure,-1,3,"Society, in general, needs better education about ""invisible"" health matters--both mental and physical!",-1,0,-1
3883,35,Male,United States of America,North Carolina,0,Yes,1,100-500,1,Yes,Yes,No,1,Yes,Yes,Yes,Somewhat easy,Yes,Yes,-1,-1,1,Some did,I was aware of some,Some did,Some did,Sometimes,"No, none of my previous supervisors",Maybe,Very open,No,Yes,Possibly,-1,Sometimes,Often,United States of America,North Carolina,-1,-1,-1,-1,"Yes, I observed",Same level of comfort for each,1,"Simply saying that I was stressed due to other things outside of work. The conversation was very supportive, and I was told that it was okay to let certain things slip if they had to. ",1,Telling coworkers about stress outside of work. They were very supportive.,1,"They told me they were stressed about retirement planning. Their grandparents had all died in their early 60's and they weren't sure if they would be around to enjoy retirement with that looming over them, but they didn't want to be irresponsible and not plan for retirement in case they lived a longer life.",7,9,-1,-1,0,Physical health,0,-1,1,Told a previous coworker I dealt with depression pretty badly. They were supportive.,0,-1,5,5,0,-1,-1,9,I've seen people mocked for depression and for taking mental health days when it seemed detrimental to the team.,"Yes, I experienced",-1,2,"I think the tech industry encourages a very unhealthy, lone-wolf, ""me vs them"" mentality. If someone asks a ?, ""RTFM"" is still a very common attitude. Asking for help from our colleagues is an important part of who we are as humans, and yet  we discourage that in so many ways. I'd like to see fewer lone wolf heroes in the press and more stories about how someone brought a team together and made sure everyone was happy and felt safe discussing things. ",-1,1,White
3884,31,male,Turkey,-1,1,Yes,0,-1,-1,-1,-1,Maybe,-1,-1,-1,-1,-1,-1,-1,1,"Yes, I know several",1,I don't know,N/A (was not aware),None did,None did,I don't know,"No, none of my previous supervisors",Maybe,Not open at all,No,No,No,-1,Not applicable to me,Not applicable to me,Turkey,-1,Not applicable to me,Not applicable to me,Not applicable to me,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Not applicable to me,1,Physical health,0,-1,0,-1,1,-1,4,4,0,-1,-1,3,-1,Maybe/Not sure,-1,4,-1,-1,1,-1
3885,32,Female,United States of America,New York,0,Yes,0,100-500,1,Yes,Yes,No,1,No,Yes,I don't know,Very easy,Yes,Yes,-1,-1,1,"No, none did",N/A (none offered),None did,None did,No,"No, none of my previous supervisors",No,Very open,No,Possibly,Possibly,-1,Not applicable to me,Sometimes,United States of America,New York,-1,-1,-1,-1,"Yes, I observed",Same level of comfort for each,0,-1,1,"Talk about depression, anxiety, eating disorders quite frequently. ",0,-1,6,6,-1,-1,0,Physical health,0,-1,0,-1,1,"People would tell me about other peoples abuse problems, depression, anxiety",1,1,0,-1,-1,10,People weren't allowed to take enough time off and supervisors were not supportive of time off for mental health,"Yes, I observed",-1,3,Start-ups often lack the experienced HR people to inform employees about the extent of their benefits,-1,0,I prefer not to answer
3886,37,Male,United States of America,Wisconsin,0,I don't know,1,More than 1000,1,Yes,I don't know,No,1,Yes,Yes,Yes,I don't know,No,Maybe,-1,-1,1,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,"No, none of my previous supervisors",No,Very open,No,Possibly,Yes,Yes,Sometimes,Often,United States of America,Washington,-1,-1,-1,-1,Maybe/Not sure,Physical health,0,-1,0,-1,0,-1,7,6,-1,-1,1,Physical health,0,-1,1,-1,1,-1,6,5,0,-1,-1,3,-1,No,-1,3,-1,-1,0,White
3887,41,Male,United States of America,Tennessee,0,I don't know,0,6-25,1,I don't know,I don't know,No,1,No,No,No,Somewhat easy,Yes,Maybe,-1,-1,1,Some did,I was aware of some,None did,Some did,I don't know,Some of my previous supervisors,No,Somewhat open,No,Don't Know,No,-1,Not applicable to me,Not applicable to me,United States of America,Tennessee,-1,-1,-1,-1,No,Physical health,1,Related to burnout. I expressed a need for time off and they were amenable.,0,-1,0,-1,8,7,-1,-1,1,Physical health,0,-1,0,-1,0,-1,6,5,0,-1,-1,5,-1,No,-1,3,Increased information & explicit support for people with mental health issues or disorders.,-1,0,White
3888,40,Female,United States of America,New York,0,Yes,1,100-500,1,Yes,I don't know,No,0,Yes,Yes,Yes,I don't know,Yes,Yes,-1,-1,1,"No, none did",N/A (none offered),None did,None did,I don't know,"No, none of my previous supervisors",No,Very open,Yes,Yes,Yes,Yes,Rarely,Often,United States of America,New York,-1,-1,-1,-1,"Yes, I observed",Physical health,1,"I spoke with both my direct supervisor, and with the department director, about the fact that I take medication for bipolar disorder, and both of them were supportive, shared that they also take medication for mental health, and then assured me that if I need to take time to deal with it, I can do so.",1,Mainly just stating that I am bipolar and take medication. No one seemed to stigmatize it in any way.,0,-1,10,10,-1,-1,0,Same level of comfort for each,0,-1,1,"I spoke with one coworker, who I felt confident in her ability to keep information to herself. She was respectful but ignorant, and I did in fact feel judged later for it.",1,It was not their own mental health; it was all gossip about someone else's mental health. It was unkind and basically came with the assumption that people with mental health issues are not capable of functioning on a level that people without mental health issues can function on.,1,1,0,-1,-1,5,I have seen someone be terminated for enrolling in a mental health outpatient program,"Yes, I experienced",-1,4,"unsure. My current company excels in treating employees like complex people, and I am unclear on how much it is this company, and how much it is the industry. ",-1,0,I prefer not to answer
3889,37,male,United States of America,New York,0,I don't know,1,500-1000,1,I don't know,Yes,No,1,No,No,No,Neither easy nor difficult,Yes,Yes,-1,-1,1,"No, none did","No, I only became aware later",Some did,None did,"Yes, always",Some of my previous supervisors,Yes,Very open,No,Yes,Yes,Yes,Sometimes,Sometimes,United States of America,New York,-1,-1,-1,-1,"Yes, I observed",Same level of comfort for each,1,I've been trying to raise awareness and convince my employer to sponsor mental-health first aid,1,"During lunch, I bring up my past experiences with my mental health challenges",0,-1,9,5,-1,-1,1,Same level of comfort for each,1,"The ones I have, have been very open and interested in learning more about the help they can provide",1,Conversation during lunch about my past expereiences,0,-1,9,5,1,0,-1,5,A Person was let go because they kept taking off to visit their therapist,Maybe/Not sure,-1,3,Increased awareness,-1,1,White
3890,53,Male,United States of America,Oregon,0,Yes,1,100-500,1,Yes,I don't know,No,1,Yes,Yes,Yes,Neither easy nor difficult,No,Maybe,-1,-1,1,Some did,I was aware of some,None did,None did,No,Some of my previous supervisors,No,Not open at all,No,Yes,Possibly,-1,Sometimes,Sometimes,United States of America,Oregon,-1,-1,-1,-1,"Yes, I experienced",Physical health,1,"I described my neurodiversity to a former manager, he didn't believe me.

MH services have the usual barriers:  a secret EAP, a service that doesn't operate in my state, staffed by people not qualified to assess and refer.",0,-1,0,-1,6,3,-1,-1,1,Physical health,1,nothing notable.  Often don't know how to react.,1,I told them that I was diagnosed with clinical depression and was getting help,0,-1,5,2,0,-1,-1,3,"A manager from the PRC was not equipped to regard his reports as humans vs robots.

Another manager is a self-styled ""libertarian"" aka ""elitist"" with a dog-eat-dog mentality.",No,-1,2,"Enforce tolerance of diversity more than only X/Y chromosomes and ethnicity.  Arrange broader insurance coverage (eg. couples counseling) without EAP-like hurdles.  Recognize workplace microaggressions and address policies that exacerbate mental health issues:
* Harassment for not turning on a webcam during meetings.
* Company meals are all meat all the time.  Which makes it difficult for the rest of us to not be hungry during travel, repeatedly harassed for not eating, and drawing undue attention.  WeWork addressed this, everyone else can too.  If someone can't go for one @#$@ meal without meat, their ego disorders need to be fixed or fired.
* Stop tolerating and even encouraging bullying, which includes stack ranking. NTT and Cisco, this means YOU.",-1,1,White
3891,29,male,United States of America,Tennessee,0,Yes,1,6-25,1,I don't know,I don't know,No,1,No,No,No,Very easy,Yes,No,-1,-1,1,"No, none did",N/A (none offered),None did,None did,I don't know,Some of my previous supervisors,Yes,Not open at all,Maybe,Possibly,No,-1,Sometimes,Often,United States of America,Tennessee,-1,-1,-1,-1,No,Physical health,0,-1,1,I brought up being depressed and they were receptive to helping me.,0,-1,1,1,-1,-1,0,Physical health,0,-1,0,-1,0,-1,0,0,0,-1,-1,10,-1,No,-1,1,De-stigmatization.,I appreciate your work. I'm a mixed race individual who has be diagnosed with Depression without following up for treatment. Its hard to bring up my condition because I feel it will undermine my professional advancement.,1,More than one of the above
3892,37,Male,United States of America,New York,0,Yes,1,500-1000,1,I don't know,I don't know,Maybe,1,No,No,No,Somewhat easy,Yes,Yes,-1,-1,1,Some did,N/A (was not aware),None did,Some did,I don't know,"Yes, all of my previous supervisors",Maybe,Very open,No,Yes,Yes,Yes,Rarely,Sometimes,United States of America,New York,-1,-1,-1,-1,No,Same level of comfort for each,1,I talked about being anxious and having a bout of depression and was told to take whatever time I needed,1,"I always feel fine talking about my struggles with social anxiety and depression... usually it’s taken well, occasionally I get the “you don’t seem anxious” ð",1,I don’t remember but I know i’m Not the only one struggling,5,9,-1,-1,1,Same level of comfort for each,1,Same as above,1,Same as above,0,-1,3,7,1,0,-1,10,-1,"Yes, I observed",-1,5,-1,-1,1,White
3893,45,female,United States of America,Wisconsin,0,Yes,1,100-500,0,I don't know,I don't know,No,1,No,No,I don't know,Somewhat easy,No,No,-1,-1,1,Some did,I was aware of some,Some did,None did,I don't know,Some of my previous supervisors,No,Very open,Yes,Yes,Yes,Yes,Rarely,Sometimes,United States of America,Wisconsin,-1,-1,-1,-1,Maybe/Not sure,Physical health,0,-1,0,-1,0,-1,10,0,-1,-1,1,Physical health,1,I told my previous supervisor that I would be attending therapy appts during the workday regarding grief. He was supportive and said I didn't need to disclose anything unneeded and had no issues with me taking the time to attend appts.,1,"At a previous workplace, we joked amongst ourselves about how many of us were on anti-depressants. We were overall very supportive of each other.",1,We talked about the medications we were taking and how they were working.,8,5,0,-1,-1,5,-1,"Yes, I experienced",-1,4,"Discuss common issues in the workplace - burnout, stress, anxiety.",-1,1,White
3894,26,Male,Netherlands,-1,0,No,0,6-25,1,I don't know,I don't know,No,1,No,No,I don't know,Very easy,Yes,Yes,-1,-1,1,I don't know,N/A (was not aware),None did,None did,I don't know,"Yes, all of my previous supervisors",No,Very open,No,No,Possibly,-1,Not applicable to me,Often,Netherlands,-1,-1,-1,-1,-1,No,Same level of comfort for each,1,"We were driving home from an OSMI presentation by @skoop, after which the ""talk"" was easy. I mentioned some personal things during said talk.",1,During my exit at my previous company I mentioned that I had to leave because of A) commute and B) mental health.,0,-1,6,6,-1,-1,1,Same level of comfort for each,1,When I left my previous job I mentioned my self-diagnosed burnout.,1,I mentioned I was starting to burnout before deciding to leave the company.,1,They mentioned they have had help in the past whilst they were advising me to get professional help.,6,6,0,-1,-1,10,-1,"Yes, I experienced",-1,3,Be. More. Open.,-1,1,-1
3895,28,Male,United States of America,Colorado,0,Yes,1,100-500,1,Yes,I don't know,No,1,Yes,Yes,Yes,Very easy,Maybe,Yes,-1,-1,1,Some did,N/A (was not aware),Some did,Some did,I don't know,Some of my previous supervisors,Yes,Very open,No,Yes,Yes,Yes,Rarely,Often,United States of America,Colorado,-1,-1,-1,-1,Maybe/Not sure,Physical health,1,"I discussed with my manager that I've been going through a bad bout of depression, and that it's negatively affected my work output.  They have been very understanding and have worked hard to keep me on track and give me any time off or resources I need.",1,"I've talked to some of my closer coworkers about my depression and how it's affecting me.  Everyone is supportive, but doesn't really know what to do with that information in most cases.",1,"After admitting that I was struggling with depression, another coworker confided in me their struggles with depression and various medications they had been on.",5,7,-1,-1,1,Physical health,0,-1,0,-1,0,-1,7,3,0,-1,-1,9,-1,"Yes, I experienced",-1,4,Mandatory quarterly vacation.,Thanks for doing this.,1,White
3896,24,Female,United States of America,Massachusetts,0,I don't know,1,100-500,1,Yes,I don't know,No,1,Yes,Yes,No,I don't know,No,Yes,-1,-1,0,-1,-1,-1,-1,-1,-1,Yes,Very open,No,Yes,Yes,Yes,Sometimes,Sometimes,United States of America,Massachusetts,-1,-1,-1,-1,No,Physical health,1,"Discussed the fact that I was starting treatment for my generalized anxiety disorder and the potential that I might start taking medication for it.
My manager was very understanding and just said to let him know if I needed anything.",0,-1,0,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,4,-1,No,-1,3,The industry could improve their support for mental health issues by continuing to normalize employees getting support for their issues and providing easy to understand documentation as to what is covered or not under their insurance plans. Also not pushing employees to work themselves to the bone/encouraging and supporting a healthy work life balance is important so that employees have the ability to take time off to deal with things that they need to.,-1,0,White
3897,27,Male,United States of America,Tennessee,0,Yes,0,100-500,1,Yes,I don't know,No,1,Yes,No,I don't know,Very easy,Maybe,Maybe,-1,-1,1,"Yes, they all did",I was aware of some,Some did,"Yes, they all did",I don't know,Some of my previous supervisors,No,Very open,No,Possibly,Possibly,-1,Not applicable to me,Not applicable to me,United States of America,Tennessee,-1,-1,-1,-1,"Yes, I observed",Physical health,0,-1,1,-1,1,-1,5,5,-1,-1,1,Mental health,0,-1,1,-1,1,-1,5,5,0,-1,-1,5,-1,Maybe/Not sure,-1,4,-1,-1,0,White
3898,42,Male,United States of America,Florida,0,No,1,100-500,0,Yes,I don't know,No,1,No,No,I don't know,Somewhat easy,Maybe,Yes,-1,-1,1,Some did,I was aware of some,None did,None did,I don't know,"No, none of my previous supervisors",No,Very open,No,Yes,No,-1,Rarely,Sometimes,United States of America,Florida,-1,-1,-1,-1,Maybe/Not sure,Same level of comfort for each,0,-1,0,-1,0,-1,8,7,-1,-1,0,Same level of comfort for each,1,"As simple as it could be I was direct and, at that moment I was ok, if I was fired, and said that I needed therapy and probably treatment for my stress level. He was ok with (as even if it wasn't ok, he didn't have an option) and from the therapist, I was directed to a doctor and got treated. A solid great decision that helped me extremely.",1,"They were my coworkers but they are my friends, so the talks were very productive and they were/are supportive.",0,-1,7,5,0,-1,-1,5,-1,Maybe/Not sure,-1,3,"For software engineers having a depression or a mental illness is almost the equivalent of disability. If your brain is not working properly, how can yo work?

We need to look at the issue in both sides, one as an employee and another as an employer. As a company, you need to meet deliverables so you can earn and pay your employees. As an employee, you need that time so you can heal and perform better and help the company to grow. Taking into consideration this perspective, you can't really blame neither the company or the employee.

So how do we fix this? (and this answer will be based on my experiences)

1 - Physical health is important. If your body is not well, your mind will not be as well. A healthy diet and sports should be a part of every company incentives for a healthy life.

2 - Burnout: A stressed software engineer will surely burn out quickly. Stress sources can come from many places, but most of them come from work demand with unreasonable deadlines. If a developer is working more than 40 hours a week on a constant basis, burning out is just a matter of time. Knowing that burnout/stress is an issue, the employee and the company MUST address it properly.

3 - Culture: This one speaks to me personally. One of the issues that I had the most were environments where there is a poisonous culture generated by the development team. Improper leadership and cliques just add to a bad culture and that will lead to stress. Unfortunately, there is no easy fix for this. If the culture of the company is bad you are better of leaving.

4 - Clear expectations: Once an issue has been identified and treatment is in progress it is important that both the company and the employee have clear expectations. The stress that is generated by an expectation that was not laid out on the start will surely add up to the illness.",-1,0,White
3899,53,Female,United States of America,Minnesota,1,No,0,-1,-1,-1,-1,Maybe,-1,-1,-1,-1,-1,-1,-1,1,"No, I don't know any",1,I don't know,N/A (was not aware),None did,None did,I don't know,I don't know,Maybe,Neutral,-1,No,No,-1,Not applicable to me,Not applicable to me,United States of America,Minnesota,Not applicable to me,Not applicable to me,Yes,1-25%,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Not applicable to me,1,Physical health,0,-1,0,-1,0,-1,2,2,0,-1,-1,5,-1,No,-1,4,I really don't know. My answer was based on the idea that things can always be better. But I don't know of anything that would say it is currently bad.,-1,0,White
3900,34,Male,United Kingdom,-1,0,No,0,100-500,0,Not eligible for coverage / NA,I don't know,No,1,-1,Yes,No,Very easy,Yes,Yes,-1,-1,1,"No, none did",N/A (none offered),None did,None did,I don't know,Some of my previous supervisors,Maybe,Somewhat not open,No,Don't Know,Possibly,-1,Not applicable to me,Not applicable to me,United Kingdom,-1,-1,-1,-1,-1,"Yes, I observed",Physical health,0,-1,1,-1,1,-1,9,6,-1,-1,1,Physical health,0,-1,0,-1,0,-1,5,0,0,-1,-1,10,People joking and being dismissive about mental health issues,"Yes, I observed",-1,2,More awareness and education,-1,1,-1
