UserID,1,2,3,4,5,6,7,8,9,10,11,12,90,91,92,93,94,95,96,97,98,99,100,101,102,103
61,44,Male,United States,Iowa,0,Yes,1,More than 1000,0,Yes,Don't know,No,Maybe,Don't know,Sometimes,No,No,No,Don't know,Don't know,Yes,Some of them,No,Maybe,Yes,-1
62,26,Female,Poland,-1,0,No,1,26-100,1,Don't know,Yes,Maybe,No,Yes,Sometimes,Yes,Not sure,Yes,Yes,Very easy,No,Yes,Yes,Yes,No,-1
63,27,Male,United Kingdom,-1,0,No,0,100-500,1,Yes,Don't know,Maybe,No,Yes,Never,No,Not sure,No,Yes,Somewhat easy,No,Yes,Yes,Maybe,No,-1
64,26,Male,France,-1,0,No,0,26-100,1,No,Don't know,No,No,No,-1,No,No,No,No,Very easy,Yes,No,No,No,Yes,-1
65,35,Male,Canada,-1,0,No,0,6-25,1,Don't know,Don't know,No,No,Don't know,Sometimes,No,No,No,No,Somewhat easy,No,Some of them,Yes,Maybe,No,-1
66,40,Male,United States,California,0,Yes,0,More than 1000,1,Yes,Don't know,No,Maybe,No,Sometimes,Yes,Yes,Yes,Yes,Don't know,Yes,Some of them,No,No,Yes,-1
67,23,Female,Australia,-1,0,Yes,1,1-5,1,No,Don't know,No,No,Yes,Often,Yes,Not sure,No,No,Very easy,No,Some of them,Yes,Maybe,No,Thanks for doing this research.
68,36,Male,United States,Texas,0,No,0,100-500,1,Yes,Don't know,Maybe,No,Yes,Sometimes,Yes,No,Don't know,Yes,Don't know,Maybe,Some of them,Some of them,Yes,No,-1
69,31,Female,United States,New Mexico,0,No,0,26-100,0,Don't know,Don't know,No,No,Don't know,-1,Yes,No,Don't know,Don't know,Don't know,Maybe,Some of them,No,Maybe,No,-1
70,34,Male,United States,New York,1,No,0,1-5,1,No,Don't know,No,No,Don't know,Rarely,Yes,No,No,No,Don't know,Maybe,Some of them,No,No,No,-1
71,28,Male,France,-1,0,No,0,26-100,1,No,Don't know,No,No,Don't know,Never,No,No,No,No,Don't know,Maybe,Some of them,Some of them,No,No,-1
72,34,Male,Canada,-1,0,No,0,6-25,1,Don't know,Don't know,No,No,Don't know,Never,No,Not sure,Don't know,Don't know,Somewhat easy,No,Some of them,Yes,No,No,-1
73,23,Trans-female,United States,Massachusetts,0,No,0,More than 1000,1,Yes,Yes,No,No,No,Rarely,No,Yes,No,No,Somewhat difficult,Maybe,Yes,Yes,No,No,-1
74,38,Male,United Kingdom,-1,0,No,0,26-100,1,No,Yes,Maybe,No,Yes,-1,No,No,No,Don't know,Somewhat easy,No,Some of them,Yes,Yes,No,-1
75,33,Male,United States,California,0,No,0,More than 1000,1,Don't know,Don't know,No,No,Yes,Never,No,Not sure,Yes,Don't know,Don't know,Maybe,Some of them,Some of them,Maybe,No,-1
76,19,Male,United Kingdom,-1,0,No,0,1-5,1,No,No,No,No,No,-1,No,Yes,No,No,Somewhat difficult,Yes,No,No,Maybe,No,-1
77,25,Male,United States,Washington,0,No,0,More than 1000,1,Yes,Don't know,Maybe,No,Yes,-1,Yes,Yes,Yes,Yes,Don't know,No,Yes,Yes,Yes,No,-1
78,31,Male,United States,Washington,1,Yes,0,1-5,1,No,Yes,Maybe,No,Yes,Sometimes,Yes,No,No,No,Somewhat difficult,No,Yes,Yes,Maybe,No,-1
79,32,Male,United States,Utah,0,Yes,1,26-100,1,No,Don't know,No,No,No,Sometimes,Yes,No,No,No,Somewhat difficult,Yes,Some of them,No,Yes,No,-1
80,28,Male,Germany,-1,0,No,0,6-25,1,Don't know,Don't know,Maybe,No,Yes,Never,Yes,No,Don't know,Don't know,Very easy,No,Some of them,Some of them,Yes,No,-1
81,38,Male,United States,New York,0,Yes,0,100-500,1,Yes,Don't know,Maybe,No,Yes,Sometimes,Yes,Yes,No,Yes,Don't know,No,Yes,Some of them,Maybe,No,-1
82,23,Male,United Kingdom,-1,0,No,0,26-100,1,Yes,Don't know,Maybe,No,Yes,Never,No,Not sure,Yes,Don't know,Very easy,No,Some of them,Yes,Maybe,No,-1
83,30,Male,Canada,-1,0,No,0,26-100,0,No,Don't know,No,No,No,Never,No,No,No,No,Don't know,No,Some of them,Yes,No,No,-1
84,27,Female,United States,New York,1,No,1,1-5,1,Yes,Yes,No,Maybe,Yes,Often,Yes,Yes,Yes,Yes,Very easy,Maybe,Some of them,Yes,Maybe,No,-1
85,33,Male,United States,California,0,Yes,0,More than 1000,1,No,Don't know,No,No,No,Never,No,No,No,No,Don't know,Yes,No,No,Maybe,No,-1
86,31,Male,United States,Texas,0,No,0,26-100,1,Don't know,Don't know,Maybe,No,No,-1,No,Not sure,No,No,Don't know,No,Some of them,Yes,Maybe,No,-1
87,39,Male,United Kingdom,-1,1,No,1,6-25,1,No,Don't know,No,No,No,Often,No,No,No,No,Very difficult,Maybe,Some of them,No,Maybe,Yes,-1
88,34,Female,United States,Oregon,0,Yes,1,500-1000,1,Yes,Don't know,No,Maybe,Don't know,Rarely,Yes,Not sure,No,Don't know,Don't know,Yes,Some of them,Some of them,No,No,-1
89,29,Female,United States,Florida,0,No,1,26-100,1,Yes,Don't know,No,No,No,Sometimes,No,Yes,No,No,Don't know,Maybe,Some of them,Some of them,Maybe,Yes,-1
90,32,Male,United States,Illinois,0,No,0,500-1000,1,Don't know,Don't know,No,No,Don't know,-1,No,No,No,Don't know,Don't know,No,Some of them,Some of them,No,No,-1
91,31,Male,United States,New York,0,No,0,500-1000,1,Yes,Yes,No,No,Yes,Never,No,Yes,Yes,Yes,Somewhat easy,No,Some of them,Yes,No,No,-1
92,40,Male,United States,Texas,0,No,1,26-100,1,No,Yes,Yes,No,No,Sometimes,No,Yes,No,No,Very difficult,No,Yes,Yes,Yes,No,-1
93,34,Male,United States,Ohio,0,No,0,26-100,1,Don't know,Don't know,No,No,Don't know,-1,No,No,No,No,Somewhat easy,Maybe,Some of them,No,Maybe,No,-1
94,18,something kinda male?,Russia,-1,0,No,0,26-100,1,Yes,Yes,Yes,No,Don't know,-1,Yes,Yes,No,No,Somewhat easy,No,Yes,Yes,Yes,No,"In Russia, we have mandatory medical insurance. Every employer must pay 3.6% of every employee's salary to the insurance fund, like a tax. Everyone gets free healthcare at public clinics and hospitals. Some types of healthcare, including mental health, are still funded from the government budget, but that doesn't matter, it's still FREE!

However, this is Russia :D I don't know much about what actually happens in mental hospitals here, except that a lot of young people with ""male"" in their passports use these to avoid military draft, and doctors seem to help them."
95,25,Female,Canada,-1,0,No,1,26-100,1,Yes,Don't know,No,No,Don't know,Sometimes,No,Yes,No,Don't know,Don't know,Maybe,Some of them,Yes,Maybe,No,-1
96,29,Male,United States,Minnesota,0,No,0,26-100,1,Don't know,Don't know,Maybe,No,No,Never,No,No,No,Don't know,Don't know,No,Yes,Yes,Maybe,No,-1
97,24,Male,United States,Missouri,0,Yes,0,26-100,1,Don't know,Don't know,No,Maybe,Don't know,Rarely,No,Not sure,No,Don't know,Somewhat easy,Maybe,Some of them,No,Maybe,No,-1
98,31,Male,Mexico,-1,0,Yes,1,6-25,1,Don't know,Don't know,Maybe,No,No,Sometimes,No,No,No,No,Don't know,No,Some of them,Yes,Yes,No,-1
99,33,Male,United States,Arizona,0,No,1,6-25,1,No,Don't know,No,No,No,Sometimes,No,Yes,No,No,Somewhat easy,Maybe,Some of them,No,Maybe,No,-1
100,30,Male,United States,Indiana,0,No,1,1-5,1,No,Yes,Maybe,No,Yes,Often,No,Yes,No,No,Somewhat easy,No,Yes,Yes,Maybe,No,-1
101,26,Female,Canada,-1,0,Yes,1,26-100,0,No,No,No,No,No,Sometimes,No,Yes,No,No,Very difficult,Yes,No,No,Maybe,Yes,"In my previous workplace, which had mental health protections, policies and access to counsellors, my Director went so far as to say to me, in somewhat casual conversation, ""A woman was murdered across the street. At best though she was bipolar and at worst - who knows""

I have bipolar disorder. 

I have zero faith that an organization with policies in place could appropriately handle mental health. I have even less faith that a workplace without the policies in place could appropriately handle mental health. I can only imagine it's worse in full tech environments."
102,44,Female,United States,Massachusetts,0,No,0,100-500,1,Yes,Don't know,No,Maybe,Don't know,Never,No,Not sure,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,-1
103,25,Male,United States,New York,0,Yes,0,26-100,1,Don't know,Don't know,No,No,Don't know,-1,No,No,Don't know,Don't know,Very easy,No,Some of them,Yes,No,No,-1
104,33,Male,United States,Wisconsin,0,Yes,1,26-100,1,Yes,Yes,Maybe,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Somewhat easy,No,Some of them,Yes,Maybe,No,-1
105,29,Male,United States,New York,0,No,0,More than 1000,1,Yes,Don't know,No,No,Don't know,Never,No,Not sure,Yes,Don't know,Somewhat easy,No,Some of them,Yes,No,No,-1
106,35,Male,United States,Missouri,0,Yes,0,6-25,1,Yes,Yes,No,No,Don't know,Rarely,No,Not sure,No,No,Somewhat easy,No,Some of them,Yes,No,No,-1
107,35,Male,United States,Oregon,0,Yes,1,26-100,1,Don't know,Don't know,No,No,No,Sometimes,Yes,Not sure,No,No,Somewhat easy,No,Some of them,Yes,Maybe,No,"I've seen negative consequences towards mental health conditions in previous workplaces.

Working remote is empowering in this way."
108,28,Male,Brazil,-1,0,Yes,1,6-25,1,No,No,No,No,Don't know,Rarely,No,No,No,No,Don't know,Maybe,Yes,Yes,No,Yes,-1
109,34,Male,United States,Tennessee,0,Yes,0,6-25,1,Yes,Don't know,No,No,Don't know,Never,Yes,No,No,No,Don't know,Maybe,No,No,No,No,-1
110,32,Male,United States,Washington,0,No,1,26-100,1,Yes,Yes,No,No,Yes,Sometimes,No,No,Yes,Yes,Somewhat difficult,Maybe,Some of them,Yes,Maybe,No,-1
111,22,Male,United States,New York,0,No,1,500-1000,1,Yes,Yes,No,No,No,Sometimes,No,Yes,No,Don't know,Don't know,Yes,No,No,Yes,No,-1
112,28,Male,United States,California,0,No,1,26-100,1,Yes,Yes,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Somewhat easy,No,Some of them,Some of them,Maybe,No,-1
113,45,Male,United States,Missouri,0,Yes,1,6-25,1,Yes,Yes,Yes,No,Yes,Rarely,Yes,Yes,No,Yes,Very easy,No,Yes,Yes,Yes,No,-1
114,32,Male,United States,New York,0,No,0,100-500,1,Yes,Don't know,No,No,Don't know,Never,No,Yes,No,Don't know,Don't know,Maybe,Some of them,Some of them,No,No,-1
115,28,Male,United States,Texas,0,No,0,More than 1000,1,Don't know,Don't know,No,No,Don't know,-1,No,No,No,Don't know,Don't know,Maybe,Some of them,No,Maybe,No,-1
116,26,Male,United Kingdom,-1,0,No,0,6-25,1,Don't know,Don't know,No,No,Don't know,Never,No,No,No,Don't know,Very easy,No,Some of them,Some of them,No,Yes,-1
117,21,Male,United Kingdom,-1,1,No,0,1-5,0,No,Yes,No,No,No,Often,Yes,Yes,No,No,Very difficult,Yes,Some of them,Yes,Maybe,No,-1
118,27,Male,Canada,-1,0,No,0,6-25,0,Yes,Yes,No,No,Don't know,Rarely,No,Yes,Yes,Yes,Very easy,Maybe,Some of them,Yes,No,No,-1
119,18,Male,United States,Connecticut,0,No,1,1-5,1,No,Yes,No,No,Don't know,Rarely,Yes,No,No,No,Very easy,No,Some of them,No,No,No,-1
120,35,Male,United States,Colorado,0,No,0,26-100,1,Don't know,Don't know,Maybe,No,Don't know,-1,Yes,Not sure,No,Don't know,Don't know,No,Some of them,Yes,Maybe,No,-1
121,29,Male,United States,Georgia,0,No,0,More than 1000,1,Yes,Don't know,No,Yes,Don't know,Never,No,Yes,No,Yes,Don't know,Yes,No,No,No,No,-1
122,25,Male,United States,DC,0,No,0,26-100,1,Don't know,Don't know,No,No,Don't know,-1,Yes,No,No,No,Very easy,No,Some of them,Yes,No,No,-1
123,33,Male,United States,Minnesota,0,Yes,1,6-25,1,Don't know,Yes,No,No,Yes,Sometimes,Yes,No,Don't know,Don't know,Very easy,No,Yes,Yes,Maybe,No,-1
124,36,Male,United States,Washington,0,No,0,6-25,1,Yes,Yes,No,No,Don't know,Often,No,No,No,No,Don't know,Maybe,No,No,No,No,-1
125,27,Male,Canada,-1,0,No,1,100-500,0,Yes,Don't know,No,No,No,Never,No,Not sure,No,No,Very difficult,Maybe,Some of them,Yes,Maybe,Yes,-1
126,27,Male,United States,Washington,0,Yes,0,500-1000,1,Yes,Yes,No,No,Don't know,Never,No,No,Yes,Yes,Don't know,Yes,Some of them,No,Yes,No,-1
127,27,Male,United Kingdom,-1,0,No,0,6-25,1,No,Don't know,No,No,Don't know,-1,No,No,No,No,Don't know,No,Some of them,Some of them,No,No,-1
128,32,Male,United States,Oregon,0,No,1,100-500,1,Yes,Yes,No,No,Don't know,Rarely,No,Yes,No,Yes,Don't know,Yes,No,Yes,No,No,-1
129,31,Male,United Kingdom,-1,0,Yes,0,6-25,1,No,Don't know,No,Maybe,Yes,Sometimes,No,No,No,No,Somewhat easy,Maybe,No,No,No,No,-1
130,19,Male,Slovenia,-1,0,No,1,6-25,1,Don't know,Don't know,No,Yes,Don't know,Sometimes,No,No,No,No,Somewhat easy,Yes,Some of them,No,No,No,-1
131,33,Male,United States,Illinois,0,Yes,1,More than 1000,1,Yes,Don't know,No,No,No,Sometimes,No,Yes,No,No,Very easy,Maybe,Yes,Some of them,Yes,No,-1
132,32,Male,United States,California,0,No,0,1-5,1,No,Don't know,No,No,Don't know,Rarely,Yes,Yes,No,No,Very difficult,Maybe,Yes,Some of them,Yes,No,-1
133,27,Male,United States,Nebraska,0,No,0,26-100,1,Don't know,Don't know,Maybe,No,Don't know,Never,No,Not sure,Don't know,Don't know,Don't know,No,Yes,Yes,Maybe,No,-1
134,38,Male,Costa Rica,-1,0,No,0,26-100,1,No,Yes,Maybe,No,No,-1,Yes,Yes,No,No,Somewhat easy,No,Yes,Yes,Yes,No,-1
135,24,Male,Canada,-1,0,No,1,26-100,1,Don't know,Don't know,Maybe,No,Don't know,Never,No,No,No,No,Don't know,No,Some of them,Yes,Yes,No,-1
136,39,Male,United Kingdom,-1,0,No,0,26-100,0,No,Don't know,No,Maybe,Don't know,Never,No,No,No,No,Don't know,Yes,No,No,No,No,-1
137,28,Male,United Kingdom,-1,0,No,0,6-25,1,Don't know,Yes,Maybe,No,Yes,Never,No,No,No,No,Very easy,No,Some of them,Yes,Maybe,No,-1
138,39,Male,United States,Iowa,0,No,1,More than 1000,1,Yes,Don't know,No,No,Don't know,Often,No,Not sure,No,No,Somewhat easy,No,Yes,Yes,No,No,-1
139,29,Female,United States,Maryland,0,No,0,6-25,1,Don't know,Don't know,No,No,Don't know,-1,No,No,No,Don't know,Somewhat easy,Maybe,Some of them,No,No,No,-1
140,22,Male,Austria,-1,0,No,0,6-25,1,Don't know,Don't know,No,No,Don't know,-1,Yes,No,Don't know,No,Somewhat easy,No,Some of them,Some of them,No,No,-1
141,38,Male,United States,Oregon,0,Yes,1,100-500,1,Don't know,Don't know,No,No,Don't know,Sometimes,No,No,Don't know,Don't know,Don't know,Maybe,Some of them,Yes,No,No,-1
142,37,Male,United Kingdom,-1,1,No,1,More than 1000,0,No,Yes,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Very difficult,Yes,Some of them,No,Maybe,No,"I'm not a permanent employee, so do not get they benefits they get.

My client is extremely supportive of permanent staff with mental health issues."
143,35,Male,United States,Texas,0,No,0,26-100,0,Don't know,Don't know,No,No,Don't know,Never,Yes,Not sure,Don't know,Don't know,Don't know,Yes,Some of them,No,Maybe,No,-1
144,-29,Male,United States,Minnesota,0,No,0,More than 1000,0,Yes,Don't know,No,No,Don't know,-1,Yes,No,Don't know,Yes,Don't know,No,Some of them,Yes,No,No,-1
145,30,Female,United States,Pennsylvania,0,Yes,0,More than 1000,1,Don't know,Don't know,No,Maybe,Don't know,-1,Yes,Not sure,No,Don't know,Don't know,Maybe,Some of them,Some of them,Maybe,No,"I'd be more worried about coworkers and workplace culture than the employer--they're probably legally obligated to do some things, but reputation among people I work with is something else. For instance, I've heard people make snide remarks about men taking paternity leave, I don't want to know what they'd say about mental health leave."
146,37,Male,United States,Indiana,0,Yes,1,100-500,0,Yes,Don't know,Maybe,Maybe,Don't know,Rarely,No,Yes,Yes,Yes,Somewhat easy,Maybe,Some of them,Yes,Maybe,No,-1
